LC NO.,LC 개설일,LC 만기일,LC 결제 금액,제조/판매,ORDER NO.,제지사,품명,평량,SHIPPER,BUYER,QUANTITY,MT,PRICE,AMOUNT,B/L,VESSEL,CTR NO.,CTR EA,환율,ETD,ETA,통관일,수입통관 발행일,수입통관 결제금액,결제일,발주서,계약서,선적서류,"통관서류
(선사 INVOICE)","통관서류
(면장,배차요청서)",원산지,월별 정리,비고,ETD TIMESTAMP,ETA TIMESTAMP,발주일,통관 완료
M04FQ2507NU00096,7/11,11/19,$49527.00,판,CS-250703.,ASIASYMBOL,FBB,295,APRIL FINE PAEPR TRADING,CHISAN,291,66.036Mt,$750.00,"$49,527.00",SPGRZHPTK031904,RIZHAO ORIENT,SPSU6010719,3X40FT,"₩1,465.25",8/3,8/4,8/21,9/30,"₩6,903,480.0",11/19,,https://drive.google.com/file/d/1-Neh-UyfP7DN0d8cCsZcwAhidecz4xOF/view?usp=drive_link,https://drive.google.com/file/d/17A-Qw6J3UGTihZtcRj6zNIWf9JB4sfPi/view?usp=drive_link,https://drive.google.com/file/d/16kdLOeLBw3frJSDNAXJpJaZ9l3mFlGW5/view?usp=drive_link,,,25년07월,,,,7/4,FALSE
DP,,,,판,CS-250704.,HOKUETSU,MG,35,HOKUETSU,CHISAN,60,21.756Mt,$1090.00,"$23,714.04",HB250900080,SUNWIN,FFAU4561743,1X40FT,"₩1,394.70",9/17,9/21,9/22,10/31,"₩3,332,170.0",,,https://drive.google.com/file/d/12UwJ1IKbr5DJC-rtNpUSkGaH7hJjPkLu/view?usp=drive_link,https://drive.google.com/file/d/1vQsfYJraWLamw_dtRhySD6mrNPzsKOAP/view?usp=drive_link,https://drive.google.com/file/d/1Nmwt1OqyD5A31F1HQJiRaQqpkzjhUl8z/view?usp=drive_link,,,25년07월,XQ4038,,,7/4,FALSE
DP,,,,판,CS-250704-1,HOKUETSU,MG,35,HOKUETSU,,30,22.108Mt,$1090.04,"$24,098.59",HB251000004,SUNWIN,FFAU4855413,1X40FT,"₩1,421.00",10/4,10/9,10/16,10/31,"₩3,426,560.0",10/15,,,https://drive.google.com/file/d/1pw12W9d_nG50KDs9eDWHEWx8pjd10C4O/view?usp=drive_link,https://drive.google.com/file/d/1G8Q8qvp9m0uUFfHpJ-WhQN3uzyqnnFHe/view?usp=drive_link,,,,XQ4037,,,,FALSE
CAD,,,,제,CS-250705.,WUXING,WF,50,ROXCEL,CHISAN,29,21.983Mt,$715.25,"$15,723.36",MAEU721008206,JIANG HAI XIN,MRSU3514864,1X40FT,"₩1,397.30",8/15,8/31,9/2,9/30,"₩2,260,230.0",,,https://drive.google.com/file/d/1T4Img02OlvTW0KFZs-WmZVyw0DkUl3w5/view?usp=drive_link,https://drive.google.com/file/d/1yj74C7APhZW2xlGO7B0EQvfCl8zd-dIl/view?usp=drive_link,https://drive.google.com/file/d/1NjRWOMhRBom4pzFH3R4QwxxKxquSyKsw/view?usp=drive_link,,,25년07월,"8/27 15,729.36(1397.3)",,,7/15,FALSE
M04FQ2507NU00107,7/11,11/24,$36323.95,판,CS-250706.,APP,C2S,157/180,GOLD EAST,CHISAN,52,48.765Mt,$744.88,"$36,323.95",OOLU2763185822,NAN HONG 938,FCIU4868439,3X20FT,"₩1,472.30",8/9,8/27,8/26,9/30,"₩5,187,250.0",11/24,,https://drive.google.com/file/d/1kJJ7I3xyhbpE3jySSnS20bDiIERIrFK-/view?usp=drive_link,https://drive.google.com/file/d/1BhvENYEOcCNsr2XZIvmOXZD_vOWNTIGa/view?usp=drive_link,https://drive.google.com/file/d/1NYO5mSvSj6809wto41aAUg0Tw_p0nJbW/view?usp=drive_link,,,25년07월,,,,7/5,FALSE
M04FQ2507NU00146,7/23,11/6,$31982.40,판,CS-250707.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,78,44.42Mt,$720.00,"$31,982.40",EGLV003500958268,EVER CAST,EGSU6270611,2X40FT,"₩1,447.00",8/7,8/12,8/18,9/30,"₩4,464,160.0",11/6,,https://drive.google.com/file/d/1NesRzLNbmhFWfvnN0H9lRcHUbhtCN6ke/view?usp=drive_link,https://drive.google.com/file/d/1kOLaWqpyU4mBQQJEMWOiQzlb3ssCY3xk/view?usp=drive_link,https://drive.google.com/file/d/1RBlGEY7g1dTlO_7t8qEvaIR1HmbUtohJ/view?usp=drive_link,,,25년07월,,,,7/8,FALSE
M04FQ2507NU00185,7/25,12/11,$41517.99,제,CS-250708.,NTI,KRAFT,50,MARUBENI,OZLE,68,44.643Mt,$930.00,"$41,517.99",KMTCSMZ0368400,SUNNY FREESIA,FFAU1024519,2X40FT,"₩1,473.90",9/7,9/13,9/12,9/30,"₩5,873,770.0",12/11,,https://drive.google.com/file/d/1JGeMVUEzNKa0DiPh1j5X2lQHu4vRqkZY/view?usp=drive_link,https://drive.google.com/file/d/18jVbTUg2sLbGRF9DiNNiXoDlX8sKyj0v/view?usp=drive_link,https://drive.google.com/file/d/1fFKselWuINuWF0QF0WdsR9ifazQQP-BN/view?usp=drive_link,,,25년07월,,,,7/11,FALSE
M04FQ2507NU00153,7/23,11/6,$15379.00,제,CS-250710.,CHUNGHWA,WF,65,CHUNGHWA,CHISAN,26,21.97Mt,$700.00,"$15,379.00",EGLV003500958306,EVER CAST,EGSU1348553,1X40FT,"₩1,447.20",8/7,8/12,8/18,9/30,"₩2,147,160.0",11/6,,https://drive.google.com/file/d/1CrfKP__0n9DJ8MenpAbwTmwvZ2NxJns9/view?usp=drive_link,https://drive.google.com/file/d/1LzgwgOpQastmCDAe0pGlr8VGzzm5dMMo/view?usp=drive_link,https://drive.google.com/file/d/15okWG9t1QbIrceQVVVOnEWR7_HlXTpJv/view?usp=drive_link,,,25년07월,,,,7/15,FALSE
M04FQ2508NS00025,8/6,9/4,$18258.24,판,CS-250711.,CHUNGHWA,DRAWING PAPER,110,CHUNGHWA,CHISAN,28,22.572Mt,$808.89,"$18,258.24",EGLV003501037662,EVER CAST,CAAU7494795,1X40FT,"₩1,393.60",8/26,8/31,9/2,9/30,"₩2,554,690.0",9/2,,https://drive.google.com/file/d/1EFppRJ4t-8arsQgER9zIycdXM0Wy2FJ0/view?usp=drive_link,https://drive.google.com/file/d/1IKuN-o0hMZre72DeOPlMjzCXvlnwI8fC/view?usp=drive_link,https://drive.google.com/file/d/1ZpF4YNqTVsNFlmWIQnpoqzIAytQ0nhKx/view?usp=drive_link,,,25년07월,,,,7/15,FALSE
M04FQ2507NU00160,7/23,12/9,$32634.00,판,CS-250712.,CHUNGHWA,WF,90,CHUNGHWA,CHISAN,33,46.62Mt,$700.00,"$32,634.00",EGLV003501035473,EVER CLEVER,EGSU9321142,2X40FT,"₩1,472.20",9/8,9/13,9/15,9/30,"₩4,561,380.0",12/9,,https://drive.google.com/file/d/1eyqvQmhDNDts0ELd7TUx-oQb56jHuYfi/view?usp=drive_link,https://drive.google.com/file/d/1N_sDxF5PEWfRFmmY3eBNEDqglx0VNigk/view?usp=drive_link,https://drive.google.com/file/d/18vfA8gBZh58VfphpjbGSwRgvdU6vEFX3/view?usp=drive_link,,,25년07월,,,,7/15,FALSE
DP,,,,판,CS-250713.,OPT,NCR,,OPT,CHISAN,121,22.02Mt,$1510.82,"$33,268.22",KMTCLCH5352403,SKY CHALLENGE,FFAU1035370,1X40FT,"₩1,405.70",9/23,9/30,9/30,10/31,"₩4,695,790.0",9/30,https://docs.google.com/spreadsheets/d/1RYvl_UE5SUaJyN-Qav1H2ftsviknqjjVhX5RG6hs9zo/edit?usp=drive_link,https://drive.google.com/file/d/1fK9rblJDYE45Gx76Cg1CDaDS-uyiuhtN/view?usp=drive_link,https://drive.google.com/file/d/1CHW8d7-CvqqWvsAJ4Yp0DMGtqqHjvv4i/view?usp=drive_link,https://drive.google.com/file/d/1Hl5zdP0_TrM96M984Jh-G-hujXQAt3ge/view?usp=drive_link,,,25년07월,,,,7/16,FALSE
DP,,,,판,CS-250714.,OPT,NCR,,OPT,청솔특수지,,22.151Mt,$1516.02,"$33,581.31",KMTCLCH5357404,SKY CHALLENGE,TEMU8990939,1X40FT,,9/23,9/30,,,,,https://docs.google.com/spreadsheets/d/1Qi9OZ7Ec5mtW_IZIFPrtAn3AAxyCe8el9RWw2SCecRA/edit?usp=drive_link,https://drive.google.com/file/d/1cyEXPLBO9neYWkFBPHuhj05XTPN6BYsz/view?usp=drive_link,https://drive.google.com/file/d/1iWjOAgvwTo9KYCJdf7DVh9CFQcagD60l/view?usp=drive_link,,,,25년07월,,,,7/16,FALSE
TT30,,,,제,CS-250715.,CPC,WF,52.3,EBS,CHISAN,54,67.858Mt,$920.01,"$62,429.97",KMTCSEN0027348,SUNNY PALM,FFAU1073513,3X40FT,"₩1,390.00",9/17,9/23,9/24,10/31,"₩8,646,670.0",,,https://drive.google.com/file/d/1rmD-WW7iIWkcGouYfD7dyj_a2weUrWOo/view?usp=drive_link,https://drive.google.com/file/d/1UJPfwE59jPgmGVso6fJH6Gc1GT-GzKok/view?usp=drive_link,https://drive.google.com/file/d/1ROxdSO2Ti4Rtgkijc8FmzEtTVcD0CjTW/view?usp=drive_link,,,25년07월,"8/13 18,437.16(1385)
9/15 43,992.81(1390)",,,7/16,FALSE
TT30,,,,제,CS-250716.,CPC,WF,64,EBS,CHISAN,18,21.756Mt,$815.01,"$17,731.34",KMTCSEN0023350,SUNNY PALM,TEMU7693670,1X40FT,"₩1,390.00",9/17,9/23,9/24,10/31,"₩2,455,820.0",,,https://drive.google.com/file/d/1T2L36vonHklaT4AqBBEgGdim_8yHQaTt/view?usp=drive_link,https://drive.google.com/file/d/1koqUd6n1l42L5ZqbVd0ynASBDzIIWPMZ/view?usp=drive_link,https://drive.google.com/file/d/1EHBZwaktChihM5PctAym0jAceXvsyQA4/view?usp=drive_link,,,25년07월,"8/13 5,319.4(1385)
9/15 12,411.94(1390)",,,7/16,FALSE
다이에이통관,,,,판,CS-250717.,SNP,MGT,35,SNP,CHISAN,35,22.614Mt,$1180.00,"$26,684.52",KMTCBKK3707166,TS TIANJIN,FFAU1089248,1X40FT,"₩1,390.00",8/10,8/21,,,,,,https://drive.google.com/file/d/1pjQJECYv9gvu8xhQlVXHx8zTSHKi3nSf/view?usp=drive_link,https://drive.google.com/file/d/16lkt31huxOIUcmaDk_qK6zavxM_Op3eS/view?usp=drive_link,,,,25년07월,,,,7/17,FALSE
M04FQ2508NU00018,8/7,12/8,$44161.92,제,CS-250718.,APP,COPY,70,BOFENG,CHISAN,54,64.944Mt,$680.00,"$44,161.92",BH2421YP901,OCEAN BLUE,CICU9808491,3X40FT,"₩1,471.40",8/31,9/1,9/8,9/30,"₩6,179,600.0",12/8,,https://drive.google.com/file/d/10SESJrVLxnY5Mku-g-9jx2z8BZii8g_B/view?usp=drive_link,https://drive.google.com/file/d/17Ea8nCCd9xByJ9QErVU2khwhwLAfM6mh/view?usp=drive_link,https://drive.google.com/file/d/1pZhLKTqRQ4F4HBkN58gnLZg9rFv-f9mm/view?usp=drive_link,,,25년07월,,,,7/22,FALSE
M04FQ2507NU00178,7/23,12/9,$63840.00,판,CS-250719.,CHUNGHWA,WF,95,CHUNGHWA,CHISAN,60,91.2Mt,$700.00,"$63,840.00",EGLV003501035554,EVER CLEVER,BSIU9966332,4X40FT,"₩1,471.90",9/8,9/13,9/15,9/30,"₩8,924,400.0",12/9,,https://drive.google.com/file/d/1_ey5GJWUpK-64rAt3w7AT2VBZy7t3xz0/view?usp=drive_link,https://drive.google.com/file/d/1Y7rIk3LSLbobq-OuTN-OR2OPv8FkXIGJ/view?usp=drive_link,https://drive.google.com/file/d/1XYXv6n0Avlz3uBfZDhFcFI3Bv4p_Qkqc/view?usp=drive_link,,,25년07월,,,,7/15,FALSE
DP,,,,제,CS-250720.,HOKUETSU,WF,64,HOKUETSU,CHISAN,40,44.16Mt,$800.00,"$35,328.00",113042120311,SUNNY CLOVER,FFAU1059536,2X40FT,"₩1,421.00",10/4,10/13,10/16,10/31,"₩4,952,630.0",10/15,,https://drive.google.com/file/d/14QXNniYGASZtEMM4694odSPPBBez7Dj3/view?usp=drive_link,https://drive.google.com/file/d/1Vj3CUyklL3WQsnuInfS4eAecYcEOQMvA/view?usp=drive_link,https://drive.google.com/file/d/17bAcX4s6xSKjLXWFej5lPCDAITNrWkgQ/view?usp=drive_link,,,25년07월,,,,7/24,FALSE
M04FQ2508NU00025,8/7,12/3,$67439.19,판,CS-250721.,APP,FBB,295/250/215,GOLD EAST,CHISAN,,87.087Mt,$774.39,"$67,439.19",SITGQIIN067762,SITC KANTO,BMOU6845650,4X40FT,"₩1,469.50",8/22,8/28,9/1,9/30,"₩9,384,020.0",12/3,,https://drive.google.com/file/d/1iuwFn5U5M0wUTjHWIenW99KF958GIX4l/view?usp=drive_link,https://drive.google.com/file/d/1EVNJ0pScPayi2YsaTtF8Z13XAQdpViVH/view?usp=drive_link,https://drive.google.com/file/d/1o-uwXnsqtRD1xadMieetJ5Y1O4xvD-sO/view?usp=drive_link,,,25년07월,,,,7/24,FALSE
OFFER,,,,판,CS-250722.,OPT,NCR,,OPT,청명전산,,,,,,,,,,,,,,,,,,,,,,25년07월,,,,7/25,FALSE
M079W2508NU00032,8/7,12/9,$77112.00,제,CS-250723.,APP,WF,70,GILSTEAD PACIFIC,CHISAN,,113.4Mt,$680.00,"$77,112.00",,EVER BURIY,EMCU1588811,5X40FT,"₩1,471.80",8/28,9/29,9/22,10/31,"₩10,680,160.0",12/9,,https://drive.google.com/file/d/16iB2w4AJEqyRuu7q_rbCcRhlsxnjLdof/view?usp=drive_link,https://drive.google.com/file/d/1SjxQyaP0rdIswEeIiyNjQhGY-6E7wgyA/view?usp=drive_link,https://drive.google.com/file/d/15D9gRU7pHSIf-3YbBfA9b5Is2BUP73B7/view?usp=drive_link,,,25년07월,,,,7/25,FALSE
M079W2508NS00025,8/7,,,제,CS-250724.,APP,COPY,80,GILSTEAD PACIFIC,CHISAN,,44.976Mt,$680.01,"$30,584.34",,EVER BLINK,EMCU8501135,2X40FT,"₩1,391.40",8/16,8/31,9/29,10/31,"₩4,267,550.0",8/28,,https://drive.google.com/file/d/1msHrjhEkKINDHLpMnP8FipvDXl_xvJeN/view?usp=drive_link,https://drive.google.com/file/d/1nU-LHcgg-DWzD5-rFdQbE2fb6Y3rMPpB/view?usp=drive_link,https://drive.google.com/file/d/1r484hqkHjaie6MGaxGIJiIB04JzckxU-/view?usp=drive_link,,,25년07월,,,,7/25,FALSE
M04FQ2507NU00192,7/28,12/8,$53702.40,판,CS-250725.,APP,UWK,117,BOFENG,CHISAN,76,67.128Mt,$800.00,"$53,702.40",YJCTAO25088026,PACIFIC SHENZHEN,HALU5664132,3X40FT,"₩1,471.50",8/31,9/1,9/5,9/30,"₩7,506,210.0",,,https://drive.google.com/file/d/132-xwkQec8TdAJVlVGrAFN9TcA-T9oLe/view?usp=drive_link,https://drive.google.com/file/d/1GCXDGiEJmA2IlUWRD73bsEhUnoSA45rl/view?usp=drive_link,https://drive.google.com/file/d/1aKI66tYctwsDXaia3DMK0JpGBqPK94yo/view?usp=drive_link,,,25년07월,,,,7/23,FALSE
DP,,,,판,CS-250726.1,SNP,MGI,30,SNP,POSCO 1ST,36,19.667Mt,$1220.00,"$23,993.74",KMTCBKK3712798,TS TIANJIN,FFAU1017660,1X40FT,"₩1,389.00",9/4,9/14,9/17,10/31,"₩3,333,110.0",9/15,https://docs.google.com/spreadsheets/d/1WjFwClQI7LZb2q4R2NIf5p31bVgcQug9/edit?usp=drive_link&ouid=106904119573134060340&rtpof=true&sd=true,https://drive.google.com/file/d/1_hjcGfyQ_DakGSUNLuJE9gxmkrYSlhWi/view?usp=drive_link,https://drive.google.com/file/d/1zwDJS6Rqg06kXiGp63jZZqa3aUYxlcaS/view?usp=drive_link,https://drive.google.com/file/d/1zwDJS6Rqg06kXiGp63jZZqa3aUYxlcaS/view?usp=drive_link,,,25년07월,,,,7/28,FALSE
DP,,,,판,CS-250726.2,SNP,MGI,30,SNP,POSCO 1ST,91,44.91Mt,$1220.00,"$54,790.20",KMTCBKK3724197,SAWASDEE SIRIUS,FFAU1077334,2X40FT,"₩1,393.10",9/9,9/19,9/22,10/31,"₩7,588,550.0",9/19,,,https://drive.google.com/file/d/1t4MYmnclocDBUuszDXh2Iq-hQX6vZWhD/view?usp=drive_link,https://drive.google.com/file/d/1IMC-8_h4AU8DA4tnU1AbYHIS27LuaYbs/view?usp=drive_link,,,25년07월,,,,7/28,FALSE
DP,,,,판,CS-250727.,SNP,MGI,30,SNP,POSCO 2ND,152,89.987Mt,$1220.00,"$109,784.14",KMTCBKK3722110,KMTC TAIPEIS,FFAU3973670,4X40FT,"₩1,393.10",9/9,9/19,9/22,10/31,"₩15,205,320.0",9/19,https://docs.google.com/spreadsheets/d/1B-CFosG12Qkx3CWVv4k_bvRfY10O6U8_/edit?usp=drive_link&ouid=106904119573134060340&rtpof=true&sd=true,https://drive.google.com/file/d/1gjRy0v9R2nU780XxPROjrwgU5dqVsE_3/view?usp=drive_link,https://drive.google.com/file/d/1NF8zLCeVBax_JgSaXJ2WYjXjWqf9hNzW/view?usp=drive_link,https://drive.google.com/file/d/1OqPvfe8IHSXLwToPmBQnLf3AMZvy1ZUT/view?usp=drive_link,,,25년07월,,,,7/28,FALSE
DP,,,,제,CS-250728.,SNP,MGP,35,SNP,CHISAN,76,43.643Mt,$1130.00,"$49,316.59",KMTCBKK3718972,STARSHIP,TXGU5034090,2X40FT,,9/6,9/15,,,,,,,https://drive.google.com/file/d/1IUp9VR7tGHBbjn2k9axcJZljiSGSkYol/view?usp=drive_link,,,,25년07월,,,,7/29,FALSE
DP,,,,판,CS-250729.,OJI FTEX,YELLOW RELEASE,74,OJI FTEX,한솔엠티에스,32,30.08Mt,$1280.00,"$38,502.40",KMTCTMK0682396,STAR CHASER,FFAU1027462,"1X20FT,1X40FT","₩1,435.10",10/10,10/22,10/28,11/28,"₩5,563,840.0",10/27,,https://drive.google.com/file/d/1KiBuCINqMEKF11ubAq7uJExamB1QttZu/view?usp=drive_link,https://drive.google.com/file/d/16E4uMTjKN0Jxrl722WtoBlvxjeOT4Ou3/view?usp=drive_link,https://drive.google.com/file/d/1Cc8cxswK41cDFQYgXRClV4bVSlZJjwV7/view?usp=drive_link,,,25년07월,,,,7/30,FALSE
M04FQ2508NS00032,8/6,,,제,CS-250730.,NORDIC PAPER,MG KRAFT,50,,CHISAN,47,41.759Mt,$1050.00,"$43,846.95",MAEU258875699,MAGLEBY MAERSK,MRKU5296917,2X40FT,"₩1,427.90",9/18,11/23,11/18,12/31,"₩6,407,610.0",10/13,,https://drive.google.com/file/d/1YaX4V_JdF3f4akzgCgV0YjJK3N0X7inB/view?usp=drive_link,https://drive.google.com/file/d/1UZTIHugVA_4NmoBTUPUpVRV-t1Mb4xYh/view?usp=drive_link,https://drive.google.com/file/d/1zS7EevQKgq1pyDEum6omB6P_4XMQc1Xn/view?usp=drive_link,,,25년07월,,,,7/29,FALSE
DP,,,,판,CS-250731.,HOKUETSU,WF,81.4,HOKUETSU,CHISAN,80,43.92Mt,$800.00,"$35,136.00",113042120532,SUNNY CANNA,FFAU4445039,2X40FT,"₩1,429.40",10/3,10/13,10/15,10/31,"₩4,925,710.0",10/13,,https://drive.google.com/file/d/1sIGXa2g12Gx7EQo73cGpuHeKjhSTt5Fl/view?usp=drive_link,https://drive.google.com/file/d/1v0oqEBAgJ_dD-qbrSA_9tNok9QLN6OjR/view?usp=drive_link,https://drive.google.com/file/d/1etp5Y2d8s_JI1yoKBq2XmD3WnjGNRXkT/view?usp=drive_link,,,25년07월,,,,7/31,FALSE
DP,,,,판,CS-250732.,OJI,KRAFT,78,OJI,CHISAN,40,21.888Mt,$950.00,"$20,793.60",KMTCOSA0536751,SUNNY CALLA,TRHU5697005,1X40FT,"₩1,426.60",10/22,11/1,11/4,11/28,"₩3,026,380.0",10/31,,https://drive.google.com/file/d/1KL5phaTQcFuXPxMB4i1UwuxnyshQA9Nb/view?usp=drive_link,https://drive.google.com/file/d/15eOUY6j-hFBDk2z8bWZsWGw06mJJ_qSy/view?usp=drive_link,https://drive.google.com/file/d/1VwpF3y_lnZlp9o3NTqBIFy-nL_dJAmLz/view?usp=drive_link,,,25년07월,,,,7/31,FALSE
M04FQ2508NS00018,8/6,9/4,$15046.56,판,CS-250733.,CHUNGHWA,WF,67,CHUNGHWA,CHISAN,38,20.898Mt,$720.00,"$15,046.56",EGLV003501037689,EVER CAST,GCXU6048935,1X40FT,"₩1,393.60",8/26,8/31,9/2,9/30,"₩2,107,790.0",9/2,,https://drive.google.com/file/d/1ZE9oqoygyY8-0QNQSyS7D4jR-ewBk4TG/view?usp=drive_link,https://drive.google.com/file/d/1qPRIWCKbuNbqzUpQBDYk5WY1ib2odiFR/view?usp=drive_link,https://drive.google.com/file/d/1kUfb1QZy9T5Dzve0VOMZ8hMo7HI1ZDQp/view?usp=drive_link,,,25년07월,,,,7/30,FALSE
DP,,,,판,CS-250801.,LINTEC,BROWN GP,50,LINTEC,CHISAN,173,44.014Mt,$1875.00,"$82,526.44",HB250900180,SKY VICTORIA,TEMU8532638,2X40FT,"₩1,405.70",9/20,9/24,9/30,10/31,"₩11,610,580.0",,,https://drive.google.com/file/d/1MM1uTyG-QcDGAG7JzjUZ_Mb-znnmDGcr/view?usp=drive_link,https://drive.google.com/file/d/11COlaV9vYYxcJEA0f_CC1EhneDeh2Wc0/view?usp=drive_link,https://drive.google.com/file/d/122RKSUree2KEYJD0WAopocnjc5uukMgS/view?usp=drive_link,,,25년08월,,,,8/5,FALSE
TT30,,,,판,CS-250802.,HENGFENG,STRAW WRAPPING PAER,28,HENGFENG,CHISAN,,12.795Mt,$1453.08,"$18,592.00",COAU7261962390,YA LU JIANG,TGBU3291224,1X20FT,"₩1,385.90",8/29,8/30,9/9,9/30,"₩2,623,740.0",,,https://drive.google.com/file/d/1ca24W_3WX36IR5qAQoopW98GGxMvK_GA/view?usp=drive_link,https://drive.google.com/file/d/1DFw_9BvgQjli000qyEFstyGr-9WaSXN7/view?usp=drive_link,https://drive.google.com/file/d/1IlkgptR-k48VCVRPAGK_pXszIjm6Z8tY/view?usp=drive_link,,,25년08월,"8/13 5,577.6(1385)
8/18 13,014.4(1385.9)",,,8/8,FALSE
DP,,,,제,CS-250803.,HOKUETSU,WF,52.3,HOKUETSU,CHISAN,40,44.16Mt,$920.00,"$40,627.20",113042126703,STAR EXPRESS,FCIU7468246,2X40FT,"₩1,464.80",10/29,11/13,11/19,12/31,"₩5,937,090.0",11/12,,https://drive.google.com/file/d/1DhLPVf3ecIQSH7Z8g6aDxFe9UdmWHo8l/view?usp=drive_link,https://drive.google.com/file/d/1c-LxLVe8hkD_5PXS9xeodkYoNEb37SUY/view?usp=drive_link,https://drive.google.com/file/d/1kfe8Au7h8UiJNzJ-E9zvjGodk4LHAOZi/view?usp=drive_link,,,25년08월,,,,8/12,FALSE
DP,,,,제,CS-250804.,HOKUETSU,WF,64,HOKUETSU,CHISAN,67,73.728Mt,$809.38,"$59,673.60",113042126714,SKY FLOWER,SEGU3127087,"1X20FT,3X40FT","₩1,452.70",10/26,11/2,11/7,11/28,"₩8,544,180.0",11/7,,https://drive.google.com/file/d/1R-ep5WcdKAGZrbOol6COzaaR7XIlHdEZ/view?usp=drive_link,https://drive.google.com/file/d/1r89Gt7oyGyxlH9lasBSV88L8bZxKXcQM/view?usp=drive_link,https://drive.google.com/file/d/1Y6rAfl5R-t_JSs2Y4awOjaM-Qe5HzBu5/view?usp=drive_link,,,25년08월,,,,8/12,FALSE
TT30,,,,제,CS-250805.,CPC,WF,52.3,EBS,CHISAN,36,45.122Mt,$920.02,"$41,512.93",KMTCSEN0029404,SUNNY SPRUCE,FFAU1065159,2X40FT,"₩1,404.20",10/10,10/17,10/21,11/28,"₩5,911,520.0",,,https://drive.google.com/file/d/1iKQHUZ9mBOQsSz06c9tLp6FfLQ6kGlsb/view?usp=drive_link,https://drive.google.com/file/d/13v1kPZUD8WQFmzoRyA7rnMwm1pNkn1td/view?usp=drive_link,https://drive.google.com/file/d/1oXTW0XMEPC8KNxj9oynQ5cD9gZBqH3w5/view?usp=drive_link,,,25년08월,"9/5 12,453.88(1393.9)
9/30 29,059.05(1404.2)",,,8/12,FALSE
TT30,,,,판,CS-250806.,CPC,WF,64,EBS,동아지류판매,44,22.343Mt,$815.00,"$18,209.34",KMTCSEN0029403,SUNNY SPRUCE,SEGU5542739,1X40FT,"₩1,405.00",10/10,10/17,10/21,11/28,"₩2,593,040.0",,,https://drive.google.com/file/d/1VdBVuoIN5gFWi4-o6mFfsDLblt5OLhbH/view?usp=drive_link,https://drive.google.com/file/d/1sUmSunI0-fglQYvLvHL0Py-ilANKTRvM/view?usp=drive_link,https://drive.google.com/file/d/1oTJT6ZHGEEH9WhTPfg3jMziu_o1y5iLS/view?usp=drive_link,,,25년08월,"9/5 5,424.23(1393.9)
9/30 12,785.11(1405)",,,8/12,FALSE
DP,,,,제,CS-250807.,HOKUETSU,MG,35,HOKUETSU,CHISAN,,22.0Mt,$1090.00,"$23,980.00",,,,,,,,,,,,,https://drive.google.com/file/d/1zPDfdHiXMLsjNyPH3JZYSWdCsqGoOeWn/view?usp=drive_link,,,,,25년08월,,,,8/13,FALSE
M04FQ2509NS00153,9/5,11/12,$40064.40,제,CS-250808.,CPC,KRAFT,50,MARUBENI,CHISAN,50,43.08Mt,$930.00,"$40,064.40",KMTCSEN0026475,SUNNY PALM,TRHU5688657,2X40FT,"₩1,446.90",10/30,11/6,11/7,11/28,"₩5,736,500.0",11/6,,https://drive.google.com/file/d/1jp6Fm1Y_CYBEHJL7z_HCo4Wyuq1wXVvg/view?usp=drive_link,https://drive.google.com/file/d/19UqSCtLt8pyTyH8Rivt0Q6-yDKUWpglA/view?usp=drive_link,https://drive.google.com/file/d/1qtKmzUrY4ZRe1fgZw_l64FRtzeUMK5qW/view?usp=drive_link,,,25년08월,,,,8/20,FALSE
M04FQ2509NS00160,9/5,11/12,$20565.09,판,CS-250809.,CPC,KRAFT,70,MARUBENI,케이더블유씨,26,22.13Mt,$929.29,"$20,565.09",KMTCSEN0029474,SUNNY PALM,BMOU6029770,1X40FT,"₩1,447.30",10/30,11/6,11/7,11/28,"₩2,944,550.0",11/6,,https://drive.google.com/file/d/1z5pEQgq6S8M523t2KFkCAqUpA2suesQ8/view?usp=drive_link,https://drive.google.com/file/d/1ZPlPWTePDM1y9g3vec9yyN-SGkQsdvC6/view?usp=drive_link,https://drive.google.com/file/d/10JgVOhOLiGUxJKqKMkmfflaeOFoys5Lh/view?usp=drive_link,,,25년08월,,,,8/20,FALSE
DP,,,,판,CS-250810.,OPT,NCR,,,청솔특수지,,22.468Mt,$1555.64,"$34,952.03",KMTCLCH5374594,SKY CEALLENGE,FFAU1037305,1X40FT,,10/17,10/27,,,,,,https://drive.google.com/file/d/1GLlSOcm58dhsmdT_d_1ywwmehcII-aIu/view?usp=drive_link,https://drive.google.com/file/d/1vqYTqpWxI73qsvFjfOkaZZxXfxlG6rOy/view?usp=drive_link,https://drive.google.com/file/d/1F0mX9rp4w4VwluCvLmahwbYqMIY5udlo/view?usp=drive_link,,,25년08월,,,,8/20,FALSE
